id,left,top,right,bottom,row_index,col_index,x,y,fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,layer,path,proj_id
427,77.2743675,23.2853564,77.2748675,23.2848564,26,10,77.2746175,23.2851064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,427
457,77.2748675,23.2903564,77.2753675,23.2898564,16,11,77.2751175,23.2901064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,457
458,77.2748675,23.2898564,77.2753675,23.2893564,17,11,77.2751175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,458
459,77.2748675,23.2893564,77.2753675,23.2888564,18,11,77.2751175,23.2891064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,459
460,77.2748675,23.2888564,77.2753675,23.2883564,19,11,77.2751175,23.2886064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,460
461,77.2748675,23.2883564,77.2753675,23.2878564,20,11,77.2751175,23.2881064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,461
462,77.2748675,23.2878564,77.2753675,23.2873564,21,11,77.2751175,23.2876064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,462
463,77.2748675,23.2873564,77.2753675,23.2868564,22,11,77.2751175,23.2871064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,463
466,77.2748675,23.2858564,77.2753675,23.2853564,25,11,77.2751175,23.2856064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,466
467,77.2748675,23.2853564,77.2753675,23.2848564,26,11,77.2751175,23.2851064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,467
496,77.2753675,23.2908564,77.2758675,23.2903564,15,12,77.2756175,23.2906064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,496
497,77.2753675,23.2903564,77.2758675,23.2898564,16,12,77.2756175,23.2901064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,497
498,77.2753675,23.2898564,77.2758675,23.2893564,17,12,77.2756175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,498
507,77.2753675,23.2853564,77.2758675,23.2848564,26,12,77.2756175,23.2851064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,507
536,77.2758675,23.2908564,77.2763675,23.2903564,15,13,77.2761175,23.2906064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,536
537,77.2758675,23.2903564,77.2763675,23.2898564,16,13,77.2761175,23.2901064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,537
538,77.2758675,23.2898564,77.2763675,23.2893564,17,13,77.2761175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,538
539,77.2758675,23.2893564,77.2763675,23.2888564,18,13,77.2761175,23.2891064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,539
540,77.2758675,23.2888564,77.2763675,23.2883564,19,13,77.2761175,23.2886064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,540
542,77.2758675,23.2878564,77.2763675,23.2873564,21,13,77.2761175,23.2876064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,542
543,77.2758675,23.2873564,77.2763675,23.2868564,22,13,77.2761175,23.2871064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,543
544,77.2758675,23.2868564,77.2763675,23.2863564,23,13,77.2761175,23.2866064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,544
546,77.2758675,23.2858564,77.2763675,23.2853564,25,13,77.2761175,23.2856064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,546
547,77.2758675,23.2853564,77.2763675,23.2848564,26,13,77.2761175,23.2851064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,547
577,77.2763675,23.2903564,77.2768675,23.2898564,16,14,77.2766175,23.2901064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,577
578,77.2763675,23.2898564,77.2768675,23.2893564,17,14,77.2766175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,578
579,77.2763675,23.2893564,77.2768675,23.2888564,18,14,77.2766175,23.2891064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,579
580,77.2763675,23.2888564,77.2768675,23.2883564,19,14,77.2766175,23.2886064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,580
581,77.2763675,23.2883564,77.2768675,23.2878564,20,14,77.2766175,23.2881064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,581
582,77.2763675,23.2878564,77.2768675,23.2873564,21,14,77.2766175,23.2876064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,582
583,77.2763675,23.2873564,77.2768675,23.2868564,22,14,77.2766175,23.2871064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,583
584,77.2763675,23.2868564,77.2768675,23.2863564,23,14,77.2766175,23.2866064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,584
585,77.2763675,23.2863564,77.2768675,23.2858564,24,14,77.2766175,23.2861064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,585
586,77.2763675,23.2858564,77.2768675,23.2853564,25,14,77.2766175,23.2856064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,586
587,77.2763675,23.2853564,77.2768675,23.2848564,26,14,77.2766175,23.2851064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,587
618,77.2768675,23.2898564,77.2773675,23.2893564,17,15,77.2771175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,618
619,77.2768675,23.2893564,77.2773675,23.2888564,18,15,77.2771175,23.2891064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,619
620,77.2768675,23.2888564,77.2773675,23.2883564,19,15,77.2771175,23.2886064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,620
621,77.2768675,23.2883564,77.2773675,23.2878564,20,15,77.2771175,23.2881064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,621
622,77.2768675,23.2878564,77.2773675,23.2873564,21,15,77.2771175,23.2876064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,622
623,77.2768675,23.2873564,77.2773675,23.2868564,22,15,77.2771175,23.2871064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,623
624,77.2768675,23.2868564,77.2773675,23.2863564,23,15,77.2771175,23.2866064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,624
625,77.2768675,23.2863564,77.2773675,23.2858564,24,15,77.2771175,23.2861064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,625
626,77.2768675,23.2858564,77.2773675,23.2853564,25,15,77.2771175,23.2856064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,626
627,77.2768675,23.2853564,77.2773675,23.2848564,26,15,77.2771175,23.2851064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,627
658,77.2773675,23.2898564,77.2778675,23.2893564,17,16,77.2776175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,658
659,77.2773675,23.2893564,77.2778675,23.2888564,18,16,77.2776175,23.2891064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,659
660,77.2773675,23.2888564,77.2778675,23.2883564,19,16,77.2776175,23.2886064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,660
661,77.2773675,23.2883564,77.2778675,23.2878564,20,16,77.2776175,23.2881064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,661
662,77.2773675,23.2878564,77.2778675,23.2873564,21,16,77.2776175,23.2876064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,662
663,77.2773675,23.2873564,77.2778675,23.2868564,22,16,77.2776175,23.2871064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,663
664,77.2773675,23.2868564,77.2778675,23.2863564,23,16,77.2776175,23.2866064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,664
698,77.2778675,23.2898564,77.2783675,23.2893564,17,17,77.2781175,23.2896064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,698
699,77.2778675,23.2893564,77.2783675,23.2888564,18,17,77.2781175,23.2891064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,699
700,77.2778675,23.2888564,77.2783675,23.2883564,19,17,77.2781175,23.2886064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,700
701,77.2778675,23.2883564,77.2783675,23.2878564,20,17,77.2781175,23.2881064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,701
702,77.2778675,23.2878564,77.2783675,23.2873564,21,17,77.2781175,23.2876064,,,,,,,,,,,,,,,,,,,,,,,,,,,blank_centroid_coordinates,C:/Users/manij/Documents/blank_space_centroid_coords.geojson|layername=blank_space_centroid_coords,702
,,,,,,,77.273368973,23.2885123613,118,,"997560784",,,,,,,,yes,,,,,,,storage_tank,,,,,,,,"""content""=>""water"",""description""=>""Under Ground Water Tank - 1"",""operator""=>""Under Ground Water Tank - 1""",buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,118
,,,,,,,77.2757085382,23.2867152226,121,,"997689582",Infinity - AB1,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,121
,,,,,,,77.2756698396,23.2875626492,122,,"997689584",Elements - AB2,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,122
,,,,,,,77.2753427985,23.2871714127,123,,"997689585",Elements - A02,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,123
,,,,,,,77.2751600386,23.2874012803,124,,"997689586",Elements - AB2,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,124
,,,,,,,77.27528875,23.28699855,125,,"997689587",Elements - A02,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,125
,,,,,,,77.2755482903,23.2890905202,126,,"997689588",Cell - A03,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,126
,,,,,,,77.27583035,23.2889389,127,,"997689589",Cell - A03,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,127
,,,,,,,77.2757803002,23.2886260747,128,,"997689590",Cell - A03,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,128
,,,,,,,77.2760096119,23.2864447362,129,,"997689591",4D - AB4,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,129
,,,,,,,77.2761110831,23.2859055816,130,,"997689592",Therm - A05,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,130
,,,,,,,77.2754028354,23.2863262892,131,,"997689593",Gravity - AB6,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,131
,,,,,,,77.2757464305,23.2864186732,132,,"997689606",Binary - AB6,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,132
,,,,,,,77.2746575874,23.2872255981,133,,"997689607",Library - Lumen - A08,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,133
,,,,,,,77.2744530678,23.2873110657,134,,"997689610",Cafe Coffee Day,,,cafe,,,,yes,,,,,,,,,,,,,,,"""brand""=>""Cafe Coffee Day"",""brand:wikidata""=>""Q5017235"",""brand:wikipedia""=>""en:Café Coffee Day"",""cuisine""=>""coffee_shop"",""takeaway""=>""yes""",buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,134
,,,,,,,77.275697191,23.2858570757,135,,"997689611",Plasma - A09,,,,,,,university,,,,,,,,,,,,,,,"""layer""=>""1""",buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,135
,,,,,,,77.2746437763,23.2881459599,136,,"997689612",Lecture Hall Complex (LHC) Ensemble - A10,,,,,,,university,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,136
,,,,,,,77.27524545,23.2881125,137,,"997689613",LHC Cafetaria,,,cafe,,,,yes,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,137
,,,,,,,77.275058064,23.2892131243,138,,"997689615",Fly facility - A11,,,,,,,yes,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,138
,,,,,,,77.2753863367,23.2894649736,139,,"997689616",Animal Facility - A12,,,,,,,apartments,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,139
,,,,,,,77.2761627,23.2881742,140,,"997689617",Solvent Store - A13,,,,,,,yes,,,,,,,,,,,,yes,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,140
,,,,,,,77.2759130217,23.2882170718,141,,"997689618",Liquid Nitrogen Plant - A14,,,,,,,yes,,,,,,,works,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,141
,,,,,,,77.277750751,23.2870064841,142,,"997689619",BSL - 3,,,,,,,yes,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,142
,,,,,,,77.2759961217,23.2905151413,143,,"997689620",Rock Cutting Facilities,,,,,,,yes,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,143
,,,,,,,77.2756716729,23.2881616139,144,,"997689621",Elements Extension (Proposed),,,,,,,yes,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,144
,,,,,,,77.2740255645,23.2854061471,158,,"997714558",Shopping Center,,,,,,,yes,,,,,,,,,,,,yes,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,158
,,,,,,,77.2738575264,23.2852031216,159,,"997714559",,,,parking,,,,yes,,,,,,,,,,,,,,,"""covered""=>""yes""",buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,159
,,,,,,,77.2743065622,23.2893206367,170,,"1170502565",Football Ground,,,,,,,,,,,,,pitch,,,,,,,soccer,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,170
,,,,,,,77.27589995,23.28706,171,,"1170502566",,,,bicycle_parking,,,,,,,,,,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,171
,,,,,,,77.2748495,23.2863131,172,,"1170502568",,,,,,,,,,,,,meadow,,,,,,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,172
,,,,,,,77.2732608299,23.2849881293,180,,"1170502576",Electrical Sub Station - 1,,,,,,,yes,,,,,,,,,,energy_supplier,,,,,,buidling_centroid_coordinates,C:/Users/manij/Documents/building_centroid_coordinates.geojson|layername=building_centroid_coordinates,180
